OGR|ROME1|ROME2|ROME3|label|ROME|slugs
20404|A|11|01|Tractoriste agricole|A1101|tractoriste-agricole
20405|A|11|01|Tractoriste forestier / Tractoriste forestière|A1101|tractoriste-forestier-tractoriste-forestiere
11105|A|12|01|Arboriste|A1201|arboriste
11106|A|12|01|Arboriste grimpeur / grimpeuse|A1201|arboriste-grimpeur-grimpeuse
11606|A|12|01|Bûcheron / Bûcheronne|A1201|bucheron-bucheronne
11607|A|12|01|Bûcheron élagueur / Bûcheronne élagueuse|A1201|bucheron-elagueur-bucheronne-elagueuse
11740|A|12|01|Charbonnier / Charbonnière|A1201|charbonnier-charbonniere
12755|A|12|01|Commis / Commise de coupe|A1201|commis-commise-de-coupe
14607|A|12|01|Ehouppeur / Ehouppeuse|A1201|ehouppeur-ehouppeuse
14608|A|12|01|Elagueur / Elagueuse|A1201|elagueur-elagueuse
14609|A|12|01|Elagueur / Elagueuse espaces verts|A1201|elagueur-elagueuse-espaces-verts
14610|A|12|01|Elagueur-botteur / Elagueuse-botteuse|A1201|elagueur-botteur-elagueuse-botteuse
14611|A|12|01|Elagueur-grimpeur / Elagueuse-grimpeuse|A1201|elagueur-grimpeur-elagueuse-grimpeuse
15429|A|12|01|Grimpeur-élagueur / Grimpeuse-élagueuse|A1201|grimpeur-elagueur-grimpeuse-elagueuse
38435|A|12|01|Homme / Femme de pied|A1201|homme-femme-de-pied
17483|A|12|01|Ouvrier / Ouvrière d'exploitation forestière|A1201|ouvrier-ouvriere-d-exploitation-forestiere
10382|A|12|02|Agent / Agente d'aménagement des circuits pédestres, équestres et Vtt|A1202|agent-agente-d-amenagement-des-circuits-pedestres-equestres-et-vtt
10383|A|12|02|Agent / Agente d'aménagement des haies et fossés|A1202|agent-agente-d-amenagement-des-haies-et-fosses
10664|A|12|02|Agent / Agente d'entretien de la nature|A1202|agent-agente-d-entretien-de-la-nature
10667|A|12|02|Agent / Agente d'entretien de l'espace rural|A1202|agent-agente-d-entretien-de-l-espace-rural
10673|A|12|02|Agent / Agente d'entretien des espaces naturels|A1202|agent-agente-d-entretien-des-espaces-naturels
10677|A|12|02|Agent / Agente d'entretien des rivières|A1202|agent-agente-d-entretien-des-rivieres
10685|A|12|02|Agent / Agente d'entretien nature du littoral|A1202|agent-agente-d-entretien-nature-du-littoral
38323|A|12|02|Agent / Agente d'entretien nature et biodiversité|A1202|agent-agente-d-entretien-nature-et-biodiversite
12440|A|12|02|Chef d'équipe d'entretien d'espaces naturels|A1202|chef-d-equipe-d-entretien-d-espaces-naturels
17474|A|12|02|Ouvrier / Ouvrière d'entretien des espaces naturels|A1202|ouvrier-ouvriere-d-entretien-des-espaces-naturels
10675|A|12|03|Agent / Agente d'entretien des parcs et jardins|A1203|agent-agente-d-entretien-des-parcs-et-jardins
38436|A|12|03|Aide jardinier / jardinière|A1203|aide-jardinier-jardiniere
12439|A|12|03|Chef d'équipe d'entretien des espaces verts|A1203|chef-d-equipe-d-entretien-des-espaces-verts
12482|A|12|03|Chef d'équipe paysagiste|A1203|chef-d-equipe-paysagiste
16067|A|12|03|Jardinier / Jardinière|A1203|jardinier-jardiniere
16068|A|12|03|Jardinier / Jardinière d'espaces verts|A1203|jardinier-jardiniere-d-espaces-verts
16069|A|12|03|Jardinier / Jardinière paysagiste|A1203|jardinier-jardiniere-paysagiste
38437|A|12|03|Manoeuvre des espaces verts|A1203|manoeuvre-des-espaces-verts
17475|A|12|03|Ouvrier / Ouvrière d'entretien des espaces verts|A1203|ouvrier-ouvriere-d-entretien-des-espaces-verts
17480|A|12|03|Ouvrier / Ouvrière des espaces verts|A1203|ouvrier-ouvriere-des-espaces-verts
17487|A|12|03|Ouvrier / Ouvrière du paysage|A1203|ouvrier-ouvriere-du-paysage
17515|A|12|03|Ouvrier / Ouvrière paysagiste |A1203|ouvrier-ouvriere-paysagiste
38077|A|12|03|Technicien / Technicienne paysagiste|A1203|technicien-technicienne-paysagiste
10780|A|12|04|Agent / Agente technique des parcs nationaux|A1204|agent-agente-technique-des-parcs-nationaux
10358|A|12|04|Agent chargé / Agente chargée de protection et de sauvegarde du patrimoine naturel|A1204|agent-charge-agente-chargee-de-protection-et-de-sauvegarde-du-patrimoine-naturel
14562|A|12|04|Eco garde|A1204|eco-garde
15195|A|12|04|Garde de parc naturel|A1204|garde-de-parc-naturel
15198|A|12|04|Garde du littoral|A1204|garde-du-littoral
15199|A|12|04|Garde forestier / forestière|A1204|garde-forestier-forestiere
15200|A|12|04|Garde moniteur / monitrice de parc national|A1204|garde-moniteur-monitrice-de-parc-national
15201|A|12|04|Garde moniteur / monitrice de parc naturel|A1204|garde-moniteur-monitrice-de-parc-naturel
15202|A|12|04|Garde national / nationale de la chasse et de la faune sauvage|A1204|garde-national-nationale-de-la-chasse-et-de-la-faune-sauvage
15204|A|12|04|Garde technicien / technicienne de réserve naturelle|A1204|garde-technicien-technicienne-de-reserve-naturelle
15205|A|12|04|Garde-chasse|A1204|garde-chasse
15206|A|12|04|Garde-chasse particulier / particulière|A1204|garde-chasse-particulier-particuliere
15208|A|12|04|Garde-pêche|A1204|garde-peche
15210|A|12|04|Garde-rivière|A1204|garde-riviere
19706|A|12|04|Technicien / Technicienne cynégétique |A1204|technicien-technicienne-cynegetique
38379|A|12|04|Technicien / Technicienne de rivière|A1204|technicien-technicienne-de-riviere
10514|A|12|05|Agent / Agente de maîtrise d'exploitation forestière|A1205|agent-agente-de-maitrise-d-exploitation-forestiere
10795|A|12|05|Agent technique forestier / Agente technique forestière|A1205|agent-technique-forestier-agente-technique-forestiere
12136|A|12|05|Chef de district forestier|A1205|chef-de-district-forestier
38438|A|12|05|Chef d'équipe de travaux forestiers|A1205|chef-d-equipe-de-travaux-forestiers
38439|A|12|05|Conducteur / Conductrice de travaux forestiers|A1205|conducteur-conductrice-de-travaux-forestiers
13572|A|12|05|Contremaître / Contremaîtresse d'exploitation forestière|A1205|contremaitre-contremaitresse-d-exploitation-forestiere
15010|A|12|05|Exploitant forestier / Exploitante forestière|A1205|exploitant-forestier-exploitante-forestiere
15109|A|12|05|Forestier / Forestière|A1205|forestier-forestiere
16353|A|12|05|Manoeuvre forestier / forestière|A1205|manoeuvre-forestier-forestiere
17502|A|12|05|Ouvrier forestier / Ouvrière forestière |A1205|ouvrier-forestier-ouvriere-forestiere
17536|A|12|05|Ouvrier sylvicole / Ouvrière sylvicole |A1205|ouvrier-sylvicole-ouvriere-sylvicole
17537|A|12|05|Ouvrier sylviculteur / Ouvrière sylvicultrice|A1205|ouvrier-sylviculteur-ouvriere-sylvicultrice
17889|A|12|05|Populiculteur / Populicultrice|A1205|populiculteur-populicultrice
19606|A|12|05|Sylviculteur / Sylvicultrice|A1205|sylviculteur-sylvicultrice
10972|A|13|01|Animateur / Animatrice agricole|A1301|animateur-animatrice-agricole
11050|A|13|01|Animateur / Animatrice d'organismes agricoles|A1301|animateur-animatrice-d-organismes-agricoles
13350|A|13|01|Conseiller / Conseillère agricole|A1301|conseiller-conseillere-agricole
13386|A|13|01|Conseiller / Conseillère d'agriculture|A1301|conseiller-conseillere-d-agriculture
13388|A|13|01|Conseiller / Conseillère de gestion agricole|A1301|conseiller-conseillere-de-gestion-agricole
13395|A|13|01|Conseiller / Conseillère d'élevage en production laitière|A1301|conseiller-conseillere-d-elevage-en-production-laitiere
38324|A|13|01|Conseiller / Conseillère en génie climatique agricole|A1301|conseiller-conseillere-en-genie-climatique-agricole
13439|A|13|01|Conseiller / Conseillère en irrigation|A1301|conseiller-conseillere-en-irrigation
13440|A|13|01|Conseiller / Conseillère en machinisme agricole|A1301|conseiller-conseillere-en-machinisme-agricole
13481|A|13|01|Conseiller / Conseillère technique agricole|A1301|conseiller-conseillere-technique-agricole
13496|A|13|01|Conseiller / Conseillère viticole|A1301|conseiller-conseillere-viticole
13459|A|13|01|Conseiller forestier / Conseillère forestière|A1301|conseiller-forestier-conseillere-forestiere
15498|A|13|01|Hydraulicien / Hydraulicienne en agriculture|A1301|hydraulicien-hydraulicienne-en-agriculture
19657|A|13|01|Technicien / Technicienne arboricole|A1301|technicien-technicienne-arboricole
19667|A|13|01|Technicien / Technicienne avicole|A1301|technicien-technicienne-avicole
19670|A|13|01|Technicien / Technicienne bâtiments d'élevage|A1301|technicien-technicienne-batiments-d-elevage
19679|A|13|01|Technicien / Technicienne bovin|A1301|technicien-technicienne-bovin
19683|A|13|01|Technicien / Technicienne caprin|A1301|technicien-technicienne-caprin
19705|A|13|01|Technicien / Technicienne cunicole|A1301|technicien-technicienne-cunicole
19709|A|13|01|Technicien / Technicienne d'agriculture|A1301|technicien-technicienne-d-agriculture
19743|A|13|01|Technicien / Technicienne de culture maraîchère|A1301|technicien-technicienne-de-culture-maraichere
19875|A|13|01|Technicien / Technicienne de maintenance végétale|A1301|technicien-technicienne-de-maintenance-vegetale
19900|A|13|01|Technicien / Technicienne de production animale|A1301|technicien-technicienne-de-production-animale
19932|A|13|01|Technicien / Technicienne d'élevage|A1301|technicien-technicienne-d-elevage
19953|A|13|01|Technicien / Technicienne des travaux forestiers|A1301|technicien-technicienne-des-travaux-forestiers
19968|A|13|01|Technicien / Technicienne d'expérimentation|A1301|technicien-technicienne-d-experimentation
20019|A|13|01|Technicien / Technicienne du génie rural|A1301|technicien-technicienne-du-genie-rural
20020|A|13|01|Technicien / Technicienne du génie sanitaire et environnement|A1301|technicien-technicienne-du-genie-sanitaire-et-environnement
20036|A|13|01|Technicien / Technicienne en agriculture biologique|A1301|technicien-technicienne-en-agriculture-biologique
20037|A|13|01|Technicien / Technicienne en alimentation animale|A1301|technicien-technicienne-en-alimentation-animale
20066|A|13|01|Technicien / Technicienne en fabrication fromagère|A1301|technicien-technicienne-en-fabrication-fromagere
20135|A|13|01|Technicien / Technicienne équin |A1301|technicien-technicienne-equin
20165|A|13|01|Technicien / Technicienne horticole|A1301|technicien-technicienne-horticole
20207|A|13|01|Technicien / Technicienne ovin |A1301|technicien-technicienne-ovin
20218|A|13|01|Technicien / Technicienne porcin|A1301|technicien-technicienne-porcin
20252|A|13|01|Technicien / Technicienne semences |A1301|technicien-technicienne-semences
20286|A|13|01|Technicien / Technicienne viticole |A1301|technicien-technicienne-viticole
20147|A|13|01|Technicien foncier / Technicienne foncière|A1301|technicien-foncier-technicienne-fonciere
20148|A|13|01|Technicien foncier / Technicienne foncière en agriculture|A1301|technicien-foncier-technicienne-fonciere-en-agriculture
20149|A|13|01|Technicien forestier / Technicienne forestière |A1301|technicien-forestier-technicienne-forestiere
20150|A|13|01|Technicien forestier / Technicienne forestière d'études et de recherche|A1301|technicien-forestier-technicienne-forestiere-d-etudes-et-de-recherche
20179|A|13|01|Technicien laitier / Technicienne laitière |A1301|technicien-laitier-technicienne-laitiere
10401|A|13|02|Agent / Agente de collecte d'embryons|A1302|agent-agente-de-collecte-d-embryons
10566|A|13|02|Agent / Agente de production laitière|A1302|agent-agente-de-production-laitiere
10754|A|13|02|Agent / Agente sanitaire apicole|A1302|agent-agente-sanitaire-apicole
10755|A|13|02|Agent / Agente sanitaire de l'agriculture|A1302|agent-agente-sanitaire-de-l-agriculture
10759|A|13|02|Agent / Agente technique agricole|A1302|agent-agente-technique-agricole
10778|A|13|02|Agent / Agente technique d'élevage|A1302|agent-agente-technique-d-elevage
10789|A|13|02|Agent / Agente technique en produits de traitement|A1302|agent-agente-technique-en-produits-de-traitement
11330|A|13|02|Assistant / Assistante sanitaire apicole|A1302|assistant-assistante-sanitaire-apicole
13594|A|13|02|Contrôleur / Contrôleuse de croissance de l'agriculture|A1302|controleur-controleuse-de-croissance-de-l-agriculture
13595|A|13|02|Contrôleur / Contrôleuse de culture|A1302|controleur-controleuse-de-culture
13612|A|13|02|Contrôleur / Contrôleuse de performance|A1302|controleur-controleuse-de-performance
13662|A|13|02|Contrôleur / Contrôleuse viticole|A1302|controleur-controleuse-viticole
13642|A|13|02|Contrôleur laitier / Contrôleuse laitière|A1302|controleur-laitier-controleuse-laitiere
13665|A|13|02|Contrôleur-pointeur / Contrôleuse-pointeuse|A1302|controleur-pointeur-controleuse-pointeuse
15918|A|13|02|Inséminateur artificiel / Inséminatrice artificielle|A1302|inseminateur-artificiel-inseminatrice-artificielle
17673|A|13|02|Peseur laitier / Peseuse laitière|A1302|peseur-laitier-peseuse-laitiere
19652|A|13|02|Technicien / Technicienne agricole |A1302|technicien-technicienne-agricole
19724|A|13|02|Technicien / Technicienne de contrôle de croissance de l'agriculture|A1302|technicien-technicienne-de-controle-de-croissance-de-l-agriculture
19736|A|13|02|Technicien / Technicienne de contrôle laitier|A1302|technicien-technicienne-de-controle-laitier
19917|A|13|02|Technicien / Technicienne de production laitière|A1302|technicien-technicienne-de-production-laitiere
19951|A|13|02|Technicien / Technicienne des services vétérinaires|A1302|technicien-technicienne-des-services-veterinaires
10804|A|13|03|Agro-économiste|A1303|agro-economiste
11522|A|13|03|Bio-ingénieur / Bio-ingénieure|A1303|bio-ingenieur-bio-ingenieure
38760|A|13|03|Chargé / Chargée de mission biodiversité|A1303|charge-chargee-de-mission-biodiversite
11824|A|13|03|Chargé / Chargée de mission en agriculture|A1303|charge-chargee-de-mission-en-agriculture
11861|A|13|03|Chargé / Chargée de recherche en agriculture|A1303|charge-chargee-de-recherche-en-agriculture
11896|A|13|03|Chargé / Chargée d'études agricoles|A1303|charge-chargee-d-etudes-agricoles
38762|A|13|03|Chargé / Chargée d'études du patrimoine naturel|A1303|charge-chargee-d-etudes-du-patrimoine-naturel
11903|A|13|03|Chargé / Chargée d'études économiques en agriculture|A1303|charge-chargee-d-etudes-economiques-en-agriculture
38761|A|13|03|Chargé / Chargée d'études en biodiversité|A1303|charge-chargee-d-etudes-en-biodiversite
11906|A|13|03|Chargé / Chargée d'études en développement agricole|A1303|charge-chargee-d-etudes-en-developpement-agricole
11907|A|13|03|Chargé / Chargée d'études en développement rural|A1303|charge-chargee-d-etudes-en-developpement-rural
11910|A|13|03|Chargé / Chargée d'études environnement|A1303|charge-chargee-d-etudes-environnement
14931|A|13|03|Expérimentateur / Expérimentatrice en agriculture|A1303|experimentateur-experimentatrice-en-agriculture
14934|A|13|03|Expert / Experte cynégétique|A1303|expert-experte-cynegetique
14936|A|13|03|Expert / Experte en aquaculture|A1303|expert-experte-en-aquaculture
14932|A|13|03|Expert agricole et foncier / Experte agricole et foncière |A1303|expert-agricole-et-foncier-experte-agricole-et-fonciere
14948|A|13|03|Expert forestier / Experte forestière|A1303|expert-forestier-experte-forestiere
15575|A|13|03|Ingénieur / Ingénieure agro-environnement|A1303|ingenieur-ingenieure-agro-environnement
15576|A|13|03|Ingénieur / Ingénieure agro-halieute|A1303|ingenieur-ingenieure-agro-halieute
15577|A|13|03|Ingénieur / Ingénieure agronome|A1303|ingenieur-ingenieure-agronome
15583|A|13|03|Ingénieur / Ingénieure arboricole|A1303|ingenieur-ingenieure-arboricole
15682|A|13|03|Ingénieur / Ingénieure des eaux et forêts|A1303|ingenieur-ingenieure-des-eaux-et-forets
15685|A|13|03|Ingénieur / Ingénieure des techniques forestières|A1303|ingenieur-ingenieure-des-techniques-forestieres
15686|A|13|03|Ingénieur / Ingénieure des travaux agricoles|A1303|ingenieur-ingenieure-des-travaux-agricoles
15688|A|13|03|Ingénieur / Ingénieure des travaux des eaux et forêts|A1303|ingenieur-ingenieure-des-travaux-des-eaux-et-forets
15692|A|13|03|Ingénieur / Ingénieure des travaux ruraux|A1303|ingenieur-ingenieure-des-travaux-ruraux
15711|A|13|03|Ingénieur / Ingénieure d'études et de recherche agricoles|A1303|ingenieur-ingenieure-d-etudes-et-de-recherche-agricoles
15723|A|13|03|Ingénieur / Ingénieure du génie rural|A1303|ingenieur-ingenieure-du-genie-rural
15724|A|13|03|Ingénieur / Ingénieure du génie rural des eaux et forêts -IGREF-|A1303|ingenieur-ingenieure-du-genie-rural-des-eaux-et-forets-igref
15760|A|13|03|Ingénieur / Ingénieure en expérimentation animale|A1303|ingenieur-ingenieure-en-experimentation-animale
15761|A|13|03|Ingénieur / Ingénieure en expérimentation végétale|A1303|ingenieur-ingenieure-en-experimentation-vegetale
15788|A|13|03|Ingénieur / Ingénieure en techniques d'expérimentation animale|A1303|ingenieur-ingenieure-en-techniques-d-experimentation-animale
15814|A|13|03|Ingénieur / Ingénieure halieute|A1303|ingenieur-ingenieure-halieute
15815|A|13|03|Ingénieur / Ingénieure horticole|A1303|ingenieur-ingenieure-horticole
15852|A|13|03|Ingénieur / Ingénieure paysagiste|A1303|ingenieur-ingenieure-paysagiste
10806|A|14|01|Aide agricole en arboriculture|A1401|aide-agricole-en-arboriculture
10810|A|14|01|Aide agricole en production fruitière|A1401|aide-agricole-en-production-fruitiere
10814|A|14|01|Aide agricole en viticulture|A1401|aide-agricole-en-viticulture
10815|A|14|01|Aide arboricole|A1401|aide-arboricole
10862|A|14|01|Aide viticole|A1401|aide-viticole
10864|A|14|01|Aide-arboriculteur / Aide-arboricultrice|A1401|aide-arboriculteur-aide-arboricultrice
10886|A|14|01|Aide-pépiniériste|A1401|aide-pepinieriste
10900|A|14|01|Aide-viticulteur / Aide-viticultrice|A1401|aide-viticulteur-aide-viticultrice
13853|A|14|01|Cueilleur / Cueilleuse de cerises|A1401|cueilleur-cueilleuse-de-cerises
13855|A|14|01|Cueilleur / Cueilleuse de fruits|A1401|cueilleur-cueilleuse-de-fruits
13856|A|14|01|Cueilleur / Cueilleuse de pêches|A1401|cueilleur-cueilleuse-de-peches
13857|A|14|01|Cueilleur / Cueilleuse de poires|A1401|cueilleur-cueilleuse-de-poires
13858|A|14|01|Cueilleur / Cueilleuse de pommes|A1401|cueilleur-cueilleuse-de-pommes
17817|A|14|01|Planteur / Planteuse de bananes|A1401|planteur-planteuse-de-bananes
17892|A|14|01|Porteur / Porteuse de hottes|A1401|porteur-porteuse-de-hottes
20510|A|14|01|Vendangeur / Vendangeuse|A1401|vendangeur-vendangeuse
10807|A|14|02|Aide agricole en maraîchage-horticulture|A1402|aide-agricole-en-maraichage-horticulture
10808|A|14|02|Aide agricole en polyculture|A1402|aide-agricole-en-polyculture
10809|A|14|02|Aide agricole en production florale|A1402|aide-agricole-en-production-florale
10812|A|14|02|Aide agricole en production légumière|A1402|aide-agricole-en-production-legumiere
10813|A|14|02|Aide agricole en production végétale|A1402|aide-agricole-en-production-vegetale
10849|A|14|02|Aide horticole|A1402|aide-horticole
10853|A|14|02|Aide maraîcher / maraîchère|A1402|aide-maraicher-maraichere
11710|A|14|02|Castreur / Castreuse de maïs|A1402|castreur-castreuse-de-mais
13775|A|14|02|Coupeur / Coupeuse de canne à sucre|A1402|coupeur-coupeuse-de-canne-a-sucre
13854|A|14|02|Cueilleur / Cueilleuse de feuilles de tabac|A1402|cueilleur-cueilleuse-de-feuilles-de-tabac
17818|A|14|02|Planteur / Planteuse de café - thé|A1402|planteur-planteuse-de-cafe-the
17819|A|14|02|Planteur / Planteuse de canne à sucre|A1402|planteur-planteuse-de-canne-a-sucre
17820|A|14|02|Planteur / Planteuse de tabac|A1402|planteur-planteuse-de-tabac
18275|A|14|02|Ramasseur / Ramasseuse d'ail|A1402|ramasseur-ramasseuse-d-ail
18276|A|14|02|Ramasseur / Ramasseuse d'asperges|A1402|ramasseur-ramasseuse-d-asperges
18277|A|14|02|Ramasseur / Ramasseuse de champignons|A1402|ramasseur-ramasseuse-de-champignons
18278|A|14|02|Ramasseur / Ramasseuse de légumes|A1402|ramasseur-ramasseuse-de-legumes
18279|A|14|02|Ramasseur / Ramasseuse de pommes de terre|A1402|ramasseur-ramasseuse-de-pommes-de-terre
18281|A|14|02|Ramasseur / Ramasseuse d'endives|A1402|ramasseur-ramasseuse-d-endives
10811|A|14|03|Aide agricole en production laitière|A1403|aide-agricole-en-production-laitiere
10825|A|14|03|Aide de conchyliculture|A1403|aide-de-conchyliculture
10829|A|14|03|Aide de pisciculture|A1403|aide-de-pisciculture
10832|A|14|03|Aide d'élevage aquacole|A1403|aide-d-elevage-aquacole
10833|A|14|03|Aide d'élevage bovin|A1403|aide-d-elevage-bovin
10834|A|14|03|Aide d'élevage caprin|A1403|aide-d-elevage-caprin
10835|A|14|03|Aide d'élevage cunicole (lapins)|A1403|aide-d-elevage-cunicole-lapins
10836|A|14|03|Aide d'élevage de chevaux|A1403|aide-d-elevage-de-chevaux
10837|A|14|03|Aide d'élevage en production de volaille|A1403|aide-d-elevage-en-production-de-volaille
10838|A|14|03|Aide d'élevage en production laitière|A1403|aide-d-elevage-en-production-laitiere
10839|A|14|03|Aide d'élevage ostréicole|A1403|aide-d-elevage-ostreicole
10840|A|14|03|Aide d'élevage ovin|A1403|aide-d-elevage-ovin
10841|A|14|03|Aide d'élevage porcin|A1403|aide-d-elevage-porcin
10898|A|14|03|Aide-vacher / Aide-vachère|A1403|aide-vacher-aide-vachere
17546|A|14|03|Palefrenier / Palefrenière|A1403|palefrenier-palefreniere
18280|A|14|03|Ramasseur / Ramasseuse de volaille|A1403|ramasseur-ramasseuse-de-volaille
18282|A|14|03|Ramasseur / Ramasseuse d'oeufs|A1403|ramasseur-ramasseuse-d-oeufs
19431|A|14|03|Sexeur / Sexeuse de volailles|A1403|sexeur-sexeuse-de-volailles
20364|A|14|03|Tondeur / Tondeuse de moutons|A1403|tondeur-tondeuse-de-moutons
10922|A|14|04|Algoculteur / Algocultrice (algues)|A1404|algoculteur-algocultrice-algues
11099|A|14|04|Aquaculteur / Aquacultrice|A1404|aquaculteur-aquacultrice
11361|A|14|04|Astaciculteur / Astacicultrice (écrevisses)|A1404|astaciculteur-astacicultrice-ecrevisses
12511|A|14|04|Chef d'exploitation aquacole|A1404|chef-d-exploitation-aquacole
12843|A|14|04|Conchyliculteur / Conchylicultrice (coquillages)|A1404|conchyliculteur-conchylicultrice-coquillages
13851|A|14|04|Crustaciculteur / Crustacicultrice (crustacés)|A1404|crustaciculteur-crustacicultrice-crustaces
14558|A|14|04|Echiniculteur / Echinicultrice (oursins)|A1404|echiniculteur-echinicultrice-oursins
16944|A|14|04|Mytiliculteur / Mytilicultrice (moules)|A1404|mytiliculteur-mytilicultrice-moules
17375|A|14|04|Ostréiculteur / Ostréicultrice (huîtres)|A1404|ostreiculteur-ostreicultrice-huitres
17402|A|14|04|Ouvrier / Ouvrière aquacole|A1404|ouvrier-ouvriere-aquacole
17511|A|14|04|Ouvrier / Ouvrière mytilicole |A1404|ouvrier-ouvriere-mytilicole
17513|A|14|04|Ouvrier / Ouvrière ostréicole |A1404|ouvrier-ouvriere-ostreicole
17517|A|14|04|Ouvrier / Ouvrière piscicole |A1404|ouvrier-ouvriere-piscicole
17601|A|14|04|Pectiniculteur / Pectinicultrice (coquilles Saint-Jacques)|A1404|pectiniculteur-pectinicultrice-coquilles-saint-jacques
17801|A|14|04|Pisciculteur / Piscicultrice|A1404|pisciculteur-piscicultrice
19303|A|14|04|Salmoniculteur / Salmonicultrice (saumons)|A1404|salmoniculteur-salmonicultrice-saumons
20467|A|14|04|Truiticulteur / Truiticultrice (truites)|A1404|truiticulteur-truiticultrice-truites
20649|A|14|04|Vénériculteur / Vénéricultrice (palourdes)|A1404|venericulteur-venericultrice-palourdes
11103|A|14|05|Arboriculteur / Arboricultrice|A1405|arboriculteur-arboricultrice
11104|A|14|05|Arboriculteur ornemental / Arboricultrice ornementale|A1405|arboriculteur-ornemental-arboricultrice-ornementale
12112|A|14|05|Chef de culture arboricole|A1405|chef-de-culture-arboricole
12120|A|14|05|Chef de culture viticole|A1405|chef-de-culture-viticole
12374|A|14|05|Chef de station fruitière|A1405|chef-de-station-fruitiere
38775|A|14|05|Chef d'équipe en production arboricole|A1405|chef-d-equipe-en-production-arboricole
12519|A|14|05|Chef d'exploitation en arboriculture|A1405|chef-d-exploitation-en-arboriculture
13577|A|14|05|Contremaître / Contremaîtresse en arboriculture|A1405|contremaitre-contremaitresse-en-arboriculture
15172|A|14|05|Fruiticulteur / Fruiticultrice|A1405|fruiticulteur-fruiticultrice
16141|A|14|05|Kiwiculteur / Kiwicultrice|A1405|kiwiculteur-kiwicultrice
17044|A|14|05|Oléiculteur / Oléicultrice|A1405|oleiculteur-oleicultrice
17403|A|14|05|Ouvrier / Ouvrière arboricole|A1405|ouvrier-ouvriere-arboricole
17490|A|14|05|Ouvrier / Ouvrière en arboriculture|A1405|ouvrier-ouvriere-en-arboriculture
17498|A|14|05|Ouvrier / Ouvrière en viticulture|A1405|ouvrier-ouvriere-en-viticulture
17540|A|14|05|Ouvrier viticole / Ouvrière viticole |A1405|ouvrier-viticole-ouvriere-viticole
17876|A|14|05|Pomiculteur / Pomicultrice|A1405|pomiculteur-pomicultrice
18082|A|14|05|Producteur / Productrice d'ananas|A1405|producteur-productrice-d-ananas
18083|A|14|05|Producteur / Productrice de bananes|A1405|producteur-productrice-de-bananes
18225|A|14|05|Pruniculteur / Prunicultrice|A1405|pruniculteur-prunicultrice
18415|A|14|05|Régisseur / Régisseuse d'exploitation viticole|A1405|regisseur-regisseuse-d-exploitation-viticole
18996|A|14|05|Responsable d'exploitation viticole|A1405|responsable-d-exploitation-viticole
38078|A|14|05|Tailleur / Tailleuse de fruitiers|A1405|tailleur-tailleuse-de-fruitiers
19624|A|14|05|Tailleur / Tailleuse de vigne|A1405|tailleur-tailleuse-de-vigne
20689|A|14|05|Vigneron manipulant / Vigneronne manipulante |A1405|vigneron-manipulant-vigneronne-manipulante
20713|A|14|05|Viticulteur / Viticultrice|A1405|viticulteur-viticultrice
11668|A|14|06|Capitaine de pêche|A1406|capitaine-de-peche
12733|A|14|06|Commandant / Commandante de pêche|A1406|commandant-commandante-de-peche
16187|A|14|06|Lieutenant / Lieutenante de pêche|A1406|lieutenant-lieutenante-de-peche
17582|A|14|06|Patron / Patronne à la pêche|A1406|patron-patronne-a-la-peche
17583|A|14|06|Patron / Patronne de pêche|A1406|patron-patronne-de-peche
19355|A|14|06|Second / Seconde de pêche|A1406|second-seconde-de-peche
10802|A|14|07|Agriculteur / Agricultrice de production laitière|A1407|agriculteur-agricultrice-de-production-laitiere
10966|A|14|07|Anier / Anière|A1407|anier-aniere
11583|A|14|07|Bouvier / Bouvière|A1407|bouvier-bouviere
12869|A|14|07|Conducteur / Conductrice d'atelier de production animale bovine ou équine|A1407|conducteur-conductrice-d-atelier-de-production-animale-bovine-ou-equine
12872|A|14|07|Conducteur / Conductrice d'atelier de vaches allaitantes|A1407|conducteur-conductrice-d-atelier-de-vaches-allaitantes
14684|A|14|07|Eleveur / Eleveuse d'ânes|A1407|eleveur-eleveuse-d-anes
14688|A|14|07|Eleveur / Eleveuse de bisons|A1407|eleveur-eleveuse-de-bisons
14689|A|14|07|Eleveur / Eleveuse de bovins|A1407|eleveur-eleveuse-de-bovins
14694|A|14|07|Eleveur / Eleveuse de chevaux|A1407|eleveur-eleveuse-de-chevaux
14708|A|14|07|Eleveur / Eleveuse de poneys|A1407|eleveur-eleveuse-de-poneys
14711|A|14|07|Eleveur / Eleveuse de poulains|A1407|eleveur-eleveuse-de-poulains
14715|A|14|07|Eleveur / Eleveuse de taurillons|A1407|eleveur-eleveuse-de-taurillons
14716|A|14|07|Eleveur / Eleveuse de vaches laitières|A1407|eleveur-eleveuse-de-vaches-laitieres
14717|A|14|07|Eleveur / Eleveuse de vaches laitières et de bétail viande|A1407|eleveur-eleveuse-de-vaches-laitieres-et-de-betail-viande
14718|A|14|07|Eleveur / Eleveuse de veaux de boucherie|A1407|eleveur-eleveuse-de-veaux-de-boucherie
14724|A|14|07|Eleveur / Eleveuse en production bovine et/ou équine|A1407|eleveur-eleveuse-en-production-bovine-et-ou-equine
14730|A|14|07|Eleveur-sélectionneur / Eleveuse-sélectionneuse en production bovine et/ou équine|A1407|eleveur-selectionneur-eleveuse-selectionneuse-en-production-bovine-et-ou-equine
